DISTANCE_FISHED,NET_WIDTH(M),NET_WIDTH(KM),YEAR
1.621,15.879,0.015879,2007
1.533,15.286,0.015286,2007
1.572,16.25,0.01625,2007
1.497,15.032,0.015032,2007
1.494,16.356,0.016356,2007
1.742,16.854,0.016854,2007
1.584,16.345,0.016345,2007
1.859,15.249,0.015249,2007
1.616,15.198,0.015198,2007
1.647,14.627,0.014627,2007
1.43,15.219,0.015219,2007
1.649,15.058,0.015058,2007
1.615,14.845,0.014845,2007
1.691,15.183,0.015183,2007
1.252,14.907,0.014907,2007
1.64,14.991,0.014991,2007
1.477,15.815,0.015815,2007
1.782,15.384,0.015384,2007
1.627,15.299,0.015299,2007
1.601,15.26,0.01526,2007
1.631,15.567,0.015567,2007
1.638,15.548,0.015548,2007
1.65,15.153,0.015153,2007
1.592,15.63,0.01563,2007
1.525,15.319,0.015319,2007
1.524,14.516,0.014516,2007
1.504,15.616,0.015616,2007
1.672,16.433,0.016433,2007
1.5,16.654,0.016654,2007
1.61,15.62,0.01562,2007
1.461,15.859,0.015859,2007
1.513,14.691,0.014691,2007
1.524,15.668,0.015668,2007
1.538,15.161,0.015161,2007
1.65,16.975,0.016975,2007
1.419,14.944,0.014944,2007
1.628,16.284,0.016284,2007
1.581,15.546,0.015546,2007
1.643,15.461,0.015461,2007
1.503,15.855,0.015855,2007
1.505,16.011,0.016011,2007
1.369,15.425,0.015425,2007
1.418,15.16,0.01516,2007
1.44,16.348,0.016348,2007
1.43,15.096,0.015096,2007
1.473,16.303,0.016303,2007
1.673,17.112,0.017112,2007
1.482,16.97,0.01697,2007
1.58,16.908,0.016908,2007
1.528,17.162,0.017162,2007
1.511,16.798,0.016798,2007
1.511,15.423,0.015423,2007
1.534,15.274,0.015274,2007
1.532,16.261,0.016261,2007
2.72,15.785,0.015785,2007
1.62,17.05,0.01705,2007
1.494,15.774,0.015774,2007
1.512,15.885,0.015885,2007
1.526,16.127,0.016127,2007
1.936,16.309,0.016309,2007
2.03,17.604,0.017604,2007
1.594,16.304,0.016304,2007
1.587,15.772,0.015772,2007
1.535,15.065,0.015065,2007
1.482,15.915,0.015915,2007
1.605,16.508,0.016508,2007
1.576,16.56,0.01656,2007
1.633,15.789,0.015789,2007
1.524,15.878,0.015878,2007
1.494,16.123,0.016123,2007
1.494,16.008,0.016008,2007
1.576,15.947,0.015947,2007
1.513,15.859,0.015859,2007
1.542,15.782,0.015782,2007
1.518,16.081,0.016081,2007
1.551,16.129,0.016129,2007
1.628,16.257,0.016257,2007
1.53,15.363,0.015363,2007
1.595,16.032,0.016032,2007
1.635,15.725,0.015725,2007
1.556,16.691,0.016691,2007
1.409,16.753,0.016753,2007
1.545,17.15,0.01715,2007
1.525,17.501,0.017501,2007
1.552,17.273,0.017273,2007
1.521,17.63,0.01763,2007
1.647,16.346,0.016346,2007
1.538,17.109,0.017109,2007
1.477,17.181,0.017181,2007
1.633,16.026,0.016026,2007
1.621,16.296,0.016296,2007
1.498,16.446,0.016446,2007
1.508,17.258,0.017258,2007
1.573,16.775,0.016775,2007
1.612,17.009,0.017009,2007
1.539,16.039,0.016039,2007
1.491,15.489,0.015489,2007
1.525,16.201,0.016201,2007
1.615,16.509,0.016509,2007
1.516,15.768,0.015768,2007
1.744,14.248,0.014248,2007
1.529,15.142,0.015142,2007
1.774,15.365,0.015365,2007
1.412,15.132,0.015132,2007
1.561,14.918,0.014918,2007
1.535,17.852,0.017852,2007
1.629,16.342,0.016342,2007
1.61,16.255,0.016255,2007
1.645,16.266,0.016266,2007
1.559,15.69,0.01569,2007
1.596,15.497,0.015497,2007
1.582,14.865,0.014865,2007
1.519,15.068,0.015068,2007
1.607,15.014,0.015014,2007
1.593,16.732,0.016732,2007
1.675,17.13,0.01713,2007
1.447,17.585,0.017585,2007
1.474,17.254,0.017254,2007
1.462,17.208,0.017208,2007
1.445,16.026,0.016026,2007
1.523,17.629,0.017629,2007
1.512,15.898,0.015898,2007
1.563,16.534,0.016534,2007
1.533,16.9,0.0169,2007
1.544,17.338,0.017338,2007
1.498,15.473,0.015473,2007
1.466,15.448,0.015448,2007
1.429,15.572,0.015572,2007
1.575,15.492,0.015492,2007
1.819,15.802,0.015802,2007
1.537,15.979,0.015979,2007
1.548,15.752,0.015752,2007
1.551,15.962,0.015962,2007
1.579,16.627,0.016627,2007
0.846,15.608,0.015608,2007
1.537,15.721,0.015721,2007
1.484,15.702,0.015702,2007
1.523,15.121,0.015121,2007
1.53,15.881,0.015881,2007
1.532,15.501,0.015501,2007
1.554,15.612,0.015612,2007
1.532,16.281,0.016281,2007
1.609,15.271,0.015271,2007
1.315,15.051,0.015051,2007
1.46,15.367,0.015367,2007
1.543,14.929,0.014929,2007
1.52,16.036,0.016036,2007
1.515,15.803,0.015803,2007
1.596,16.18,0.01618,2007
1.729,15.729,0.015729,2007
1.565,15.963,0.015963,2007
1.453,17.528,0.017528,2007
1.609,14.117,0.014117,2007
1.629,15.111,0.015111,2007
1.679,16.269,0.016269,2007
1.634,15.507,0.015507,2007
1.585,15.851,0.015851,2007
1.602,16.567,0.016567,2007
1.562,16.937,0.016937,2007
1.568,17.436,0.017436,2007
1.587,17.217,0.017217,2007
1.514,16.834,0.016834,2007
1.49,17.048,0.017048,2007
1.553,17.382,0.017382,2007
1.511,16.869,0.016869,2007
1.498,16.571,0.016571,2007
1.543,17.073,0.017073,2007
1.55,16.849,0.016849,2007
1.594,16.578,0.016578,2007
1.643,14.831,0.014831,2007
1.532,16.212,0.016212,2007
0.883,16.286,0.016286,2007
1.542,16.771,0.016771,2007
1.508,15.558,0.015558,2007
1.672,16.692,0.016692,2007
1.656,17.017,0.017017,2007
1.518,15.247,0.015247,2007
1.543,16.368,0.016368,2007
1.764,17.014,0.017014,2007
2.248,16.836,0.016836,2007
1.901,16.613,0.016613,2007
1.551,16.809,0.016809,2007
1.702,17.851,0.017851,2007
1.613,16.506,0.016506,2007
1.588,15.892,0.015892,2007
1.654,17.402,0.017402,2007
1.63,16.87,0.01687,2007
1.523,15.685,0.015685,2007
1.608,16.145,0.016145,2007
1.583,16.786,0.016786,2007
1.511,16.544,0.016544,2007
1.674,15.32,0.01532,2007
1.636,15.615,0.015615,2007
1.671,16.267,0.016267,2007
1.412,15.589,0.015589,2007
1.588,15.628,0.015628,2007
1.588,15.009,0.015009,2007
1.692,15.433,0.015433,2007
1.606,16.063,0.016063,2007
1.563,17.196,0.017196,2007
1.568,17.023,0.017023,2007
1.579,15.634,0.015634,2007
1.635,17.351,0.017351,2007
1.614,17.492,0.017492,2007
1.936,17.314,0.017314,2007
1.502,16.236,0.016236,2007
1.596,14.871,0.014871,2007
1.586,15.193,0.015193,2007
1.573,16.053,0.016053,2007
1.839,16.433,0.016433,2007
1.706,15.8,0.0158,2007
1.53,17.811,0.017811,2007
1.654,15.878,0.015878,2007
1.649,16.591,0.016591,2007
1.511,16.702,0.016702,2007
1.567,16.513,0.016513,2007
1.54,17.308,0.017308,2007
1.577,16.89,0.01689,2007
1.562,15.711,0.015711,2007
1.53,16.106,0.016106,2007
1.531,16.069,0.016069,2007
1.649,17.269,0.017269,2007
1.353,16.06,0.01606,2007
1.229,16.138,0.016138,2007
1.551,15.321,0.015321,2007
1.645,15.223,0.015223,2007
1.464,16.011,0.016011,2007
1.642,16.641,0.016641,2007
1.681,16.989,0.016989,2007
1.456,16.494,0.016494,2007
1.5,16.523,0.016523,2007
1.691,16.277,0.016277,2007
1.526,15.624,0.015624,2007
1.384,16.969,0.016969,2007
1.626,16.636,0.016636,2007
1.686,15.373,0.015373,2007
1.25,16.441,0.016441,2007
1.767,16.646,0.016646,2007
1.648,15.641,0.015641,2007
1.569,14.475,0.014475,2007
1.451,14.744,0.014744,2007
1.602,15.818,0.015818,2007
1.254,16.899,0.016899,2007
1.527,16.727,0.016727,2007
1.725,16.784,0.016784,2007
1.679,15.978,0.015978,2007
1.614,17.484,0.017484,2007
1.621,16.825,0.016825,2007
1.502,16.256,0.016256,2007
1.43,15.113,0.015113,2007
1.44,16.16,0.01616,2007
1.55,16.74,0.01674,2007
1.495,15.032,0.015032,2007
1.442,15.786,0.015786,2007
1.532,15.738,0.015738,2007
1.477,14.92,0.01492,2007
1.515,15.439,0.015439,2007
1.48,16.457,0.016457,2007
1.522,17.044,0.017044,2007
1.515,15.8,0.0158,2007
1.489,16.426,0.016426,2007
1.524,16.441,0.016441,2007
1.504,14.839,0.014839,2007
1.48,14.329,0.014329,2007
1.526,14.333,0.014333,2007
1.527,14.998,0.014998,2007
1.513,15.681,0.015681,2007
1.557,15.512,0.015512,2007
1.545,16.931,0.016931,2007
1.523,15.995,0.015995,2007
1.609,13.988,0.013988,2007
1.528,13.976,0.013976,2007
1.471,14.567,0.014567,2007
1.519,14.834,0.014834,2007
1.521,14.99,0.01499,2007
1.524,14.104,0.014104,2007
1.494,16.029,0.016029,2007
1.538,15.68,0.01568,2007
1.563,14.983,0.014983,2007
1.564,14.874,0.014874,2007
1.485,14.203,0.014203,2007
1.62,16.289,0.016289,2007
1.515,16.943,0.016943,2007
1.475,15.467,0.015467,2007
1.504,16.01,0.01601,2007
1.474,16.066,0.016066,2007
1.467,15.073,0.015073,2007
1.476,15.691,0.015691,2007
1.489,15.771,0.015771,2007
1.449,14.747,0.014747,2007
1.497,16.362,0.016362,2007
1.446,16.208,0.016208,2007
1.468,15.467,0.015467,2007
1.559,15.577,0.015577,2007
1.4,15.343,0.015343,2007
1.449,16.234,0.016234,2007
1.454,16.551,0.016551,2007
1.487,15.611,0.015611,2007
1.513,15.228,0.015228,2007
1.546,15.192,0.015192,2007
1.557,14.205,0.014205,2007
1.526,15.131,0.015131,2007
1.528,13.89,0.01389,2007
1.547,14.646,0.014646,2007
1.566,14.182,0.014182,2007
1.536,14.883,0.014883,2007
1.508,14.472,0.014472,2007
1.564,15.556,0.015556,2007
1.485,15.752,0.015752,2007
1.487,15.421,0.015421,2007
1.549,14.888,0.014888,2007
1.681,13.928,0.013928,2007
1.531,15.281,0.015281,2007
1.559,14.353,0.014353,2007
1.552,15.212,0.015212,2007
1.543,15.579,0.015579,2007
1.496,15.332,0.015332,2007
1.514,16.189,0.016189,2007
1.541,15.743,0.015743,2007
1.51,14.963,0.014963,2007
1.533,16.18,0.01618,2007
1.57,14.301,0.014301,2007
1.537,15.591,0.015591,2007
1.497,15.823,0.015823,2007
1.605,15.983,0.015983,2007
1.571,15.268,0.015268,2007
1.541,16.078,0.016078,2007
1.518,15.863,0.015863,2007
1.55,15.77,0.01577,2007
1.582,13.716,0.013716,2007
1.473,15.725,0.015725,2007
1.518,14.596,0.014596,2007
1.614,14.309,0.014309,2007
1.523,16.963,0.016963,2007
1.499,16.149,0.016149,2007
1.495,16.115,0.016115,2007
1.578,13.426,0.013426,2007
1.522,15.794,0.015794,2007
1.547,15.562,0.015562,2007
1.514,15.916,0.015916,2007
1.551,13.838,0.013838,2007
1.54,16.269,0.016269,2007
1.284,16.58,0.01658,2007
1.508,17.042,0.017042,2007
1.465,16.141,0.016141,2007
1.49,16.97,0.01697,2007
1.562,17.66,0.01766,2007
1.473,15.991,0.015991,2007
1.517,14.966,0.014966,2007
1.547,15.517,0.015517,2007
1.541,15.267,0.015267,2007
1.545,14.57,0.01457,2007
1.534,13.406,0.013406,2007
1.498,15.702,0.015702,2007
1.487,16.025,0.016025,2007
1.541,15.59,0.01559,2007
1.541,16.82,0.01682,2007
1.521,16.301,0.016301,2007
1.539,14.176,0.014176,2007
1.503,16.982,0.016982,2007
1.48,15.471,0.015471,2007
1.541,16.823,0.016823,2007
1.524,16.288,0.016288,2007
1.53,15.973,0.015973,2007
1.518,15.023,0.015023,2007
1.516,14.323,0.014323,2007
1.491,14.309,0.014309,2007
1.561,14.653,0.014653,2007
1.498,15.168,0.015168,2007
1.533,15.561,0.015561,2007
1.55,15.292,0.015292,2007
1.531,14.907,0.014907,2007
1.504,15.149,0.015149,2007
1.155,15.493,0.015493,2007
1.522,16.569,0.016569,2007
1.534,15.948,0.015948,2007
1.56,14.184,0.014184,2007
1.543,15.69,0.01569,2007
1.554,14.174,0.014174,2007
1.526,16.75,0.01675,2007
1.566,15.968,0.015968,2007
1.504,16.241,0.016241,2007
1.512,15.488,0.015488,2007
1.526,14.135,0.014135,2007
1.511,15.323,0.015323,2007
1.443,13.702,0.013702,2007
1.476,13.877,0.013877,2007
1.489,16.247,0.016247,2007
1.464,15.535,0.015535,2007
1.575,14.012,0.014012,2007
1.541,15.43,0.01543,2007
1.452,15.829,0.015829,2007
1.514,14.26,0.01426,2007
1.483,14.483,0.014483,2007
1.533,14.487,0.014487,2007
1.51,15.481,0.015481,2007
1.496,15.813,0.015813,2007
1.518,16.215,0.016215,2007
1.575,16.228,0.016228,2007
1.503,15.086,0.015086,2007
1.528,15.059,0.015059,2007
1.554,16.801,0.016801,2007
1.518,15.936,0.015936,2007
1.509,15.704,0.015704,2007
1.525,16.427,0.016427,2007
1.524,14.622,0.014622,2007
1.535,15.316,0.015316,2007
1.537,15.908,0.015908,2007
1.487,16.177,0.016177,2007
1.503,16.473,0.016473,2007
1.549,15.596,0.015596,2007
1.548,15.116,0.015116,2007
1.531,15.114,0.015114,2007
1.52,14.656,0.014656,2007
1.597,14.836,0.014836,2007
1.455,13.803,0.013803,2007
1.496,16.004,0.016004,2007
1.503,14.521,0.014521,2007
1.583,15.746,0.015746,2007
1.592,15.099,0.015099,2007
1.557,14.849,0.014849,2007
1.473,15.612,0.015612,2007
1.497,16.343,0.016343,2007
1.434,16.128,0.016128,2007
1.438,16.665,0.016665,2007
1.439,16.46,0.01646,2007
1.464,16.121,0.016121,2007
1.507,16.743,0.016743,2007
1.462,16.524,0.016524,2007
1.398,17.023,0.017023,2007
1.44,16.094,0.016094,2007
1.506,15.339,0.015339,2007
1.477,15.473,0.015473,2007
1.506,15.644,0.015644,2007
1.469,16.409,0.016409,2007
1.511,16.533,0.016533,2007
1.488,15.203,0.015203,2007
1.52,15.478,0.015478,2007
1.604,14.584,0.014584,2007
1.482,15.978,0.015978,2007
1.512,15.461,0.015461,2007
1.533,16.514,0.016514,2007
1.507,14.231,0.014231,2007
1.517,16.221,0.016221,2007
1.526,15.56,0.01556,2007
1.522,16.511,0.016511,2007
1.531,16.346,0.016346,2007
1.543,14.332,0.014332,2007
1.51,15.977,0.015977,2007
1.523,14.531,0.014531,2007
1.508,14.918,0.014918,2007
1.516,15.57,0.01557,2007
1.4,15.703,0.015703,2007
1.512,14.279,0.014279,2007
1.446,13.783,0.013783,2007
1.494,15.16,0.01516,2007
1.149,16.73,0.01673,2007
1.497,16.318,0.016318,2007
1.477,14.836,0.014836,2007
1.419,15.039,0.015039,2007
1.488,16.053,0.016053,2007
1.365,14.894,0.014894,2007
1.459,16.631,0.016631,2007
1.486,16.424,0.016424,2007
1.526,16.288,0.016288,2007
1.5,16.064,0.016064,2007
1.493,15.469,0.015469,2007
1.526,14.298,0.014298,2007
1.522,17.314,0.017314,2007
1.508,16.084,0.016084,2007
1.475,16.238,0.016238,2007
1.481,16.287,0.016287,2007
1.53,15.019,0.015019,2007
1.455,15.815,0.015815,2007
1.476,16.191,0.016191,2007
1.503,15.901,0.015901,2007
1.463,17.731,0.017731,2007
1.506,15.612,0.015612,2007
1.492,16.216,0.016216,2007
1.56,15.539,0.015539,2007
1.541,15.482,0.015482,2007
1.562,15.53,0.01553,2007
1.516,16.646,0.016646,2007
1.489,15.077,0.015077,2007
1.621,16.892,0.016892,2007
1.47,16.212,0.016212,2007
1.532,16.174,0.016174,2007
1.509,15.765,0.015765,2007
1.529,16.66,0.01666,2007
1.504,16.403,0.016403,2007
1.499,17.296,0.017296,2007
1.523,16.679,0.016679,2007
1.49,17.257,0.017257,2007
1.488,16.889,0.016889,2007
1.501,16.757,0.016757,2007
1.477,15.857,0.015857,2007
1.524,16.147,0.016147,2007
1.498,15.112,0.015112,2007
1.527,13.621,0.013621,2007
1.506,13.837,0.013837,2007
1.539,16.183,0.016183,2007
1.507,16.831,0.016831,2007
1.57,16.198,0.016198,2007
1.602,14.297,0.014297,2007
1.557,16.592,0.016592,2007
1.508,16.81,0.01681,2007
1.521,16.638,0.016638,2007
1.512,16.752,0.016752,2007
1.529,15.925,0.015925,2007
1.543,15.714,0.015714,2007
1.48,16.895,0.016895,2007
1.533,16.619,0.016619,2007
1.52,15.569,0.015569,2007
1.506,16.464,0.016464,2007
1.576,13.505,0.013505,2007
1.503,17.3,0.0173,2007
1.494,16.319,0.016319,2007
1.503,15.765,0.015765,2007
1.491,16.117,0.016117,2007
1.506,16.367,0.016367,2007
1.493,16.048,0.016048,2007
1.503,17.621,0.017621,2007
1.464,16.298,0.016298,2007
1.433,16.116,0.016116,2007
1.534,14.827,0.014827,2007
1.488,15.276,0.015276,2007
1.621,18.009,0.018009,2007
1.51,17.07,0.01707,2007
1.509,16.658,0.016658,2007
1.578,15.441,0.015441,2007
1.594,14.918,0.014918,2007
1.515,15.817,0.015817,2007
1.504,16.556,0.016556,2007
1.443,15.921,0.015921,2007
1.478,15.776,0.015776,2007
1.89,16.464,0.016464,2007
1.444,16.396,0.016396,2007
1.523,15.464,0.015464,2007
1.445,15.662,0.015662,2007
1.486,15.527,0.015527,2007
1.551,16.213,0.016213,2007
1.531,15.466,0.015466,2007
1.502,16.021,0.016021,2007
1.503,17.477,0.017477,2007
1.498,16.505,0.016505,2007
1.551,17.399,0.017399,2007
1.387,16.53,0.01653,2007
1.561,16.376,0.016376,2007
1.524,16.024,0.016024,2007
1.473,16.861,0.016861,2007
1.395,15.224,0.015224,2007
1.552,15.927,0.015927,2007
1.583,16.149,0.016149,2007
1.682,16.21,0.01621,2007
1.353,14.057,0.014057,2007
1.383,15.16,0.01516,2007
1.397,16.242,0.016242,2007
1.472,15.694,0.015694,2007
1.475,16.15,0.01615,2007
1.563,16.088,0.016088,2007
1.435,16.009,0.016009,2007
1.328,15.848,0.015848,2007
1.487,15.85,0.01585,2007
1.497,15.665,0.015665,2007
1.466,15.889,0.015889,2007
1.457,14.947,0.014947,2007
1.444,15.251,0.015251,2007
1.5,15.438,0.015438,2007
1.51,15.545,0.015545,2007
1.583,17.063,0.017063,2007
1.589,16.581,0.016581,2007
1.711,18.04,0.01804,2007
1.178,18.727,0.018727,2007
1.483,16.471,0.016471,2007
1.425,15.55,0.01555,2007
1.534,14.179,0.014179,2007
1.535,15.682,0.015682,2007
1.542,15.979,0.015979,2007
1.442,15.702,0.015702,2007
1.598,14.906,0.014906,2007
1.217,14.996,0.014996,2007
1.538,16.412,0.016412,2007
1.571,15.598,0.015598,2007
1.713,15.24,0.01524,2007
1.879,14.7,0.0147,2007
1.47,15.034,0.015034,2007
1.455,16.602,0.016602,2007
1.516,15.838,0.015838,2007
1.591,17.647,0.017647,2007
1.565,16.95,0.01695,2007
1.547,18.288,0.018288,2007
1.534,16.515,0.016515,2007
1.579,15.977,0.015977,2007
1.662,16.104,0.016104,2007
1.646,16.39,0.01639,2007
1.498,16.112,0.016112,2007
1.659,15.39,0.01539,2007
1.568,14.881,0.014881,2007
1.583,15.527,0.015527,2007
1.551,16.715,0.016715,2007
1.541,17.004,0.017004,2007
1.454,16.187,0.016187,2007
1.497,16.078,0.016078,2007
2.267,18.522,0.018522,2007
1.586,15.343,0.015343,2007
1.621,16.65,0.01665,2007
1.603,16.467,0.016467,2007
1.277,19.516,0.019516,2007
1.654,16.469,0.016469,2007
1.622,16.821,0.016821,2007
1.458,18.062,0.018062,2007
1.554,18.045,0.018045,2007
1.462,18.646,0.018646,2007
1.493,17.337,0.017337,2007
1.753,16.573,0.016573,2007
1.643,17.102,0.017102,2007
1.732,16.818,0.016818,2007
1.551,17.859,0.017859,2007
1.579,17.575,0.017575,2007
1.551,16.298,0.016298,2007
1.513,16.116,0.016116,2007
1.588,17.74,0.01774,2007
1.601,18.536,0.018536,2007
1.489,18.503,0.018503,2007
1.578,17.532,0.017532,2007
1.601,16.918,0.016918,2007
1.642,16.381,0.016381,2007
1.539,16.516,0.016516,2007
1.558,16.357,0.016357,2007
1.638,14.764,0.014764,2007
1.618,15.582,0.015582,2007
1.599,15.479,0.015479,2007
1.75,14.88,0.01488,2007
1.574,14.923,0.014923,2007
1.834,14.827,0.014827,2007
1.554,15.422,0.015422,2007
1.622,15.657,0.015657,2007
1.585,16.236,0.016236,2007
1.563,16.449,0.016449,2007
1.623,17.527,0.017527,2007
1.537,18.355,0.018355,2007
1.824,17.595,0.017595,2007
2.358,18.055,0.018055,2007
1.661,16.072,0.016072,2007
1.639,16.373,0.016373,2007
1.61,16.714,0.016714,2007
1.465,17.178,0.017178,2007
1.783,17.486,0.017486,2007
1.613,19.169,0.019169,2007
1.674,18.211,0.018211,2007
1.948,16.76,0.01676,2007
1.721,17.763,0.017763,2007
1.685,16.156,0.016156,2007
1.658,17.053,0.017053,2007
1.68,17.057,0.017057,2007
1.728,16.014,0.016014,2007
1.98,15.873,0.015873,2007
1.65,15.293,0.015293,2007
1.481,15.83,0.01583,2007
1.639,14.211,0.014211,2007
1.509,15.813,0.015813,2007
1.581,15.769,0.015769,2007
1.595,16.331,0.016331,2007
1.638,15.874,0.015874,2007
1.516,15.627,0.015627,2007
1.578,14.176,0.014176,2007
1.698,15.024,0.015024,2007
1.502,15.527,0.015527,2007
1.514,17.401,0.017401,2007
1.501,17.222,0.017222,2007
1.52,17.382,0.017382,2007
1.588,19.182,0.019182,2007
1.508,17.116,0.017116,2007
1.45,17.294,0.017294,2007
1.362,16.15,0.01615,2007
1.48,16.315,0.016315,2007
1.191,16.822,0.016822,2007
1.339,16.549,0.016549,2007
1.45,16.848,0.016848,2007
1.536,16.768,0.016768,2007
1.435,16.684,0.016684,2007
1.482,16.268,0.016268,2007
1.475,17.648,0.017648,2007
1.427,16.799,0.016799,2007
1.447,18.094,0.018094,2007
1.512,16.504,0.016504,2007
1.58,17.211,0.017211,2007
1.444,16.728,0.016728,2007
1.486,16.137,0.016137,2007
1.418,18.188,0.018188,2007
1.456,17.552,0.017552,2007
1.546,16.899,0.016899,2007
1.53,17.008,0.017008,2007
1.069,15.62,0.01562,2007
1.526,15.835,0.015835,2007
1.406,17.952,0.017952,2007
1.573,17.026,0.017026,2007
1.612,17.078,0.017078,2007
1.677,15.325,0.015325,2007
1.729,15.604,0.015604,2007
1.562,14.97,0.01497,2007
1.621,15.564,0.015564,2007
1.593,14.604,0.014604,2007
1.63,15.788,0.015788,2007
1.672,15.755,0.015755,2007
1.81,14.813,0.014813,2007
1.551,16.164,0.016164,2007
1.644,17.1,0.0171,2007
1.502,17.393,0.017393,2007
1.535,16.498,0.016498,2007
1.471,16.806,0.016806,2007
1.462,18.635,0.018635,2007
1.399,16.429,0.016429,2007
1.546,16.037,0.016037,2007
2.704,14.576,0.014576,2007
1.767,16.287,0.016287,2007
1.588,16.987,0.016987,2007
1.701,17.473,0.017473,2007
1.775,14.706,0.014706,2007
1.551,16.815,0.016815,2007
1.629,17.263,0.017263,2007
1.397,16.615,0.016615,2007
1.443,16.685,0.016685,2007
1.491,16.684,0.016684,2007
1.558,16.6,0.0166,2007
1.558,16.794,0.016794,2007
1.736,17.166,0.017166,2007
1.581,16.95,0.01695,2007
1.659,17.057,0.017057,2007
1.613,16.735,0.016735,2007
1.621,16.295,0.016295,2007
1.591,17.231,0.017231,2007
1.529,17.807,0.017807,2007
1.422,17.333,0.017333,2007
1.64,16.617,0.016617,2007
1.55,16.681,0.016681,2007
1.636,16.524,0.016524,2007
1.649,17.789,0.017789,2007
1.596,16.586,0.016586,2007
1.632,16.45,0.01645,2007
1.585,15.501,0.015501,2007
1.43,17.791,0.017791,2007
1.879,17.667,0.017667,2007
1.797,17.728,0.017728,2007
1.602,16.907,0.016907,2007
1.671,16.738,0.016738,2007
1.569,17.901,0.017901,2007
1.595,17.477,0.017477,2007
1.733,17.698,0.017698,2007
1.899,18.471,0.018471,2007
1.599,16.582,0.016582,2007
1.99,16.479,0.016479,2007
1.733,16.977,0.016977,2007
